paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
10.1007/978-3-642-17746-0_26,semweb,ISWC,International Semantic Web Conference,Shanghai,China,5,Peter Z.,Yeh,,,,,,Accenture Technology Labs,Ontology Alignment for Linked Open Data,10.1007/978-3-642-17746-0,The Semantic Web - ISWC 2010,"9th International Semantic Web Conference, ISWC 2010, Shanghai, China, November 7-11, 2010, Revised Selected Papers, Part I",OpenAccess,2010-01-01
10.1007/11574620_46,semweb,ISWC,International Semantic Web Conference,Galway,Ireland,2,Chris,Aart,,,,,,Acklin BV,An Ontological Framework for Dynamic Coordination,10.1007/11574620,The Semantic Web ? ISWC 2005,"4th International Semantic Web Conference, ISWC 2005, Galway, Ireland, November 6-10, 2005, Proceedings",OpenAccess,2005-01-01
10.1007/978-3-540-30475-3_10,semweb,ISWC,International Semantic Web Conference,Hiroshima,Japan,2,Jeen,Broekstra,,,,,,Aduna,Bibster – A Semantics-Based Bibliographic Peer-to-Peer System,10.1007/b102467,The Semantic Web - ISWC 2004,"Third International Semantic Web Conference, Hiroshima, Japan, November 7-11, 2004. Proceedings",Restricted,2004-01-01
10.1007/11926078_64,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,4,Christiaan,Fluit,,,,,,Aduna BV,Semantic Desktop 2.0: The Gnowsis Experience,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/11926078_68,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,1,Markus,Krötzsch,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Universität Karlsruhe",Semantic MediaWiki,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/11926078_68,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,2,Denny,Vrandečić,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Universität Karlsruhe",Semantic MediaWiki,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/11926078_14,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,1,Saartje,Brockmans,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Universität Karlsruhe (TH)",A Model Driven Approach for Building OWL DL and OWL Full Ontologies,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/11926078_14,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,3,Peter,Haase,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Universität Karlsruhe (TH)",A Model Driven Approach for Building OWL DL and OWL Full Ontologies,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/978-3-319-46547-0_29,semweb,ISWC,International Semantic Web Conference,Kobe,Japan,1,Christian,Hennig,grid.410308.e,Airbus Group (Germany),Hamburg,Germany,DE,Airbus Defence and Space,Ontology-Based Design of Space Systems,10.1007/978-3-319-46547-0,The Semantic Web ? ISWC 2016,"15th International Semantic Web Conference, Kobe, Japan, October 17?21, 2016, Proceedings, Part II",Restricted,2016-01-01
10.1007/978-3-319-46547-0_29,semweb,ISWC,International Semantic Web Conference,Kobe,Japan,4,Harald,Eisenmann,grid.410308.e,Airbus Group (Germany),Hamburg,Germany,DE,Airbus Defence and Space,Ontology-Based Design of Space Systems,10.1007/978-3-319-46547-0,The Semantic Web ? ISWC 2016,"15th International Semantic Web Conference, Kobe, Japan, October 17?21, 2016, Proceedings, Part II",Restricted,2016-01-01
10.1007/978-3-319-46523-4_7,semweb,ISWC,International Semantic Web Conference,Kobe,Japan,2,Niket,Tandon,grid.417881.3,Allen Institute for Brain Science,Seattle,United States,US,Allen Institute for Artificial Intelligence,WebBrain: Joint Neural Learning of Large-Scale Commonsense Knowledge,10.1007/978-3-319-46523-4,The Semantic Web ? ISWC 2016,"15th International Semantic Web Conference, Kobe, Japan, October 17?21, 2016, Proceedings, Part I",Restricted,2016-01-01
10.1007/978-3-540-88564-1_19,semweb,ISWC,International Semantic Web Conference,Karlsruhe,Germany,1,Rolf,Grütter,grid.419754.a,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Switzerland,CH,An Institute of the ETH Board,Improving an RCC-Derived Geospatial Approximation by OWL Axioms,10.1007/978-3-540-88564-1,The Semantic Web - ISWC 2008,"7th International Semantic Web Conference, ISWC 2008, Karlsruhe, Germany, October 26-30, 2008, Proceedings",OpenAccess,2008-01-01
10.1007/978-3-540-88564-1_19,semweb,ISWC,International Semantic Web Conference,Karlsruhe,Germany,2,Thomas,Scharrenbach,grid.419754.a,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Switzerland,CH,An Institute of the ETH Board,Improving an RCC-Derived Geospatial Approximation by OWL Axioms,10.1007/978-3-540-88564-1,The Semantic Web - ISWC 2008,"7th International Semantic Web Conference, ISWC 2008, Karlsruhe, Germany, October 26-30, 2008, Proceedings",OpenAccess,2008-01-01
10.1007/978-3-540-88564-1_19,semweb,ISWC,International Semantic Web Conference,Karlsruhe,Germany,3,Bettina,Bauer-Messmer,grid.419754.a,"Swiss Federal Institute for Forest, Snow and Landscape Research",,Switzerland,CH,An Institute of the ETH Board,Improving an RCC-Derived Geospatial Approximation by OWL Axioms,10.1007/978-3-540-88564-1,The Semantic Web - ISWC 2008,"7th International Semantic Web Conference, ISWC 2008, Karlsruhe, Germany, October 26-30, 2008, Proceedings",OpenAccess,2008-01-01
10.1007/978-3-540-76298-0_42,semweb,ISWC,International Semantic Web Conference,,,1,Gang,Wang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data & Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240",PORE: Positive-Only Relation Extraction from Wikipedia Text,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_42,semweb,ISWC,International Semantic Web Conference,,,2,Yong,Yu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data & Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240",PORE: Positive-Only Relation Extraction from Wikipedia Text,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_42,semweb,ISWC,International Semantic Web Conference,,,3,Haiping,Zhu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data & Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, 200240",PORE: Positive-Only Relation Extraction from Wikipedia Text,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_49,semweb,ISWC,International Semantic Web Conference,,,1,Mianwei,Zhou,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"APEX Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, 200240, Shanghai",An Unsupervised Model for Exploring Hierarchical Semantics from Social Annotations,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_49,semweb,ISWC,International Semantic Web Conference,,,2,Shenghua,Bao,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"APEX Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, 200240, Shanghai",An Unsupervised Model for Exploring Hierarchical Semantics from Social Annotations,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_49,semweb,ISWC,International Semantic Web Conference,,,3,Xian,Wu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"APEX Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, 200240, Shanghai",An Unsupervised Model for Exploring Hierarchical Semantics from Social Annotations,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_49,semweb,ISWC,International Semantic Web Conference,,,4,Yong,Yu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"APEX Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai Jiao Tong University, 200240, Shanghai",An Unsupervised Model for Exploring Hierarchical Semantics from Social Annotations,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_50,semweb,ISWC,International Semantic Web Conference,,,1,Qi,Zhou,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai JiaoTong University, 200240, Shanghai",SPARK: Adapting Keyword Query to Semantic Search,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_50,semweb,ISWC,International Semantic Web Conference,,,2,Chong,Wang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai JiaoTong University, 200240, Shanghai",SPARK: Adapting Keyword Query to Semantic Search,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_50,semweb,ISWC,International Semantic Web Conference,,,3,Miao,Xiong,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai JiaoTong University, 200240, Shanghai",SPARK: Adapting Keyword Query to Semantic Search,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_50,semweb,ISWC,International Semantic Web Conference,,,4,Haofen,Wang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai JiaoTong University, 200240, Shanghai",SPARK: Adapting Keyword Query to Semantic Search,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_50,semweb,ISWC,International Semantic Web Conference,,,5,Yong,Yu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Department of Computer Science and Engineering, Shanghai JiaoTong University, 200240, Shanghai",SPARK: Adapting Keyword Query to Semantic Search,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,1,Linyun,Fu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,2,Haofen,Wang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,3,Haiping,Zhu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,4,Huajie,Zhang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,5,Yang,Wang,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-540-76298-0_10,semweb,ISWC,International Semantic Web Conference,,,6,Yong,Yu,grid.16821.3c,Shanghai Jiao Tong University,Shanghai,China,CN,"Apex Data and Knowledge Management Lab, Dept. of Computer Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Rd, Shanghai, 200240",Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/11574620_79,semweb,ISWC,International Semantic Web Conference,Galway,Ireland,1,Benjamin,Nowack,grid.appmosphere,,,Germany,DE,appmosphere web applications,CONFOTO: A Semantic Browsing and Annotation Service for Conference Photos,10.1007/11574620,The Semantic Web ? ISWC 2005,"4th International Semantic Web Conference, ISWC 2005, Galway, Ireland, November 6-10, 2005, Proceedings",OpenAccess,2005-01-01
10.1007/978-3-540-88564-1_18,semweb,ISWC,International Semantic Web Conference,Karlsruhe,Germany,1,Georgios,Meditskos,grid.4793.9,Aristotle University of Thessaloniki,Thessaloniki,Greece,GR,Aristotle University of Thessaloniki,Combining a DL Reasoner and a Rule Engine for Improving Entailment-Based OWL Reasoning,10.1007/978-3-540-88564-1,The Semantic Web - ISWC 2008,"7th International Semantic Web Conference, ISWC 2008, Karlsruhe, Germany, October 26-30, 2008, Proceedings",OpenAccess,2008-01-01
10.1007/978-3-540-88564-1_18,semweb,ISWC,International Semantic Web Conference,Karlsruhe,Germany,2,Nick,Bassiliades,grid.4793.9,Aristotle University of Thessaloniki,Thessaloniki,Greece,GR,Aristotle University of Thessaloniki,Combining a DL Reasoner and a Rule Engine for Improving Entailment-Based OWL Reasoning,10.1007/978-3-540-88564-1,The Semantic Web - ISWC 2008,"7th International Semantic Web Conference, ISWC 2008, Karlsruhe, Germany, October 26-30, 2008, Proceedings",OpenAccess,2008-01-01
10.1007/978-3-540-76298-0_25,semweb,ISWC,International Semantic Web Conference,,,1,David,Martin,grid.98913.3a,SRI International,Menlo Park,United States,US,"Artificial Intelligence Center, SRI International",Bringing Semantic Annotations to Web Services: OWL-S from the SAWSDL Perspective,10.1007/978-3-540-76298-0,The Semantic Web,"6th International Semantic Web Conference, 2nd Asian Semantic Web Conference, ISWC 2007 + ASWC 2007, Busan, Korea, November 11-15, 2007, Proceedings",OpenAccess,2007-01-01
10.1007/978-3-319-11964-9_6,semweb,ISWC,International Semantic Web Conference,Riva del Garda,Italy,1,Monika,Solanki,grid.7273.1,Aston University,Birmingham,United Kingdom,GB,Aston University,EPCIS Event-Based Traceability in Pharmaceutical Supply Chains via Automated Generation of Linked Pedigrees,10.1007/978-3-319-11964-9,The Semantic Web ? ISWC 2014,"13th International Semantic Web Conference, Riva del Garda, Italy, October 19-23, 2014. Proceedings, Part I",Restricted,2014-01-01
10.1007/978-3-319-11964-9_6,semweb,ISWC,International Semantic Web Conference,Riva del Garda,Italy,2,Christopher,Brewster,grid.7273.1,Aston University,Birmingham,United Kingdom,GB,Aston University,EPCIS Event-Based Traceability in Pharmaceutical Supply Chains via Automated Generation of Linked Pedigrees,10.1007/978-3-319-11964-9,The Semantic Web ? ISWC 2014,"13th International Semantic Web Conference, Riva del Garda, Italy, October 19-23, 2014. Proceedings, Part I",Restricted,2014-01-01
10.1007/978-3-319-11915-1_21,semweb,ISWC,International Semantic Web Conference,Riva del Garda,Italy,2,Yulan,He,grid.7273.1,Aston University,Birmingham,United Kingdom,GB,Aston University,Semantic Patterns for Sentiment Analysis of Twitter,10.1007/978-3-319-11915-1,The Semantic Web ? ISWC 2014,"13th International Semantic Web Conference, Riva del Garda, Italy, October 19-23, 2014. Proceedings, Part II",Restricted,2014-01-01
10.1007/978-3-319-11915-1_22,semweb,ISWC,International Semantic Web Conference,Riva del Garda,Italy,2,Yulan,He,grid.7273.1,Aston University,Birmingham,United Kingdom,GB,Aston University,Stretching the Life of Twitter Classifiers with Time-Stamped Semantic Graphs,10.1007/978-3-319-11915-1,The Semantic Web ? ISWC 2014,"13th International Semantic Web Conference, Riva del Garda, Italy, October 19-23, 2014. Proceedings, Part II",Restricted,2014-01-01
10.1007/978-3-642-04930-9_54,semweb,ISWC,International Semantic Web Conference,"Chantilly, VA",USA,3,Dragan,Gašević,grid.36110.35,Athabasca University,Athabasca,Canada,CA,Athabasca University,Semantic Web Technologies for the Integration of Learning Tools and Context-Aware Educational Services,10.1007/978-3-642-04930-9,The Semantic Web - ISWC 2009,"8th International Semantic Web Conference, ISWC 2009, Chantilly, VA, USA, October 25-29, 2009, Proceedings",OpenAccess,2009-01-01
10.1007/978-3-319-25007-6_29,semweb,ISWC,International Semantic Web Conference,,,5,Yannis,Stavrakas,grid.19843.37,Athena Research and Innovation Center In Information Communication & Knowledge Technologies,Marousi,Greece,GR,ATHENA,A Flexible Framework for Understanding the Dynamics of Evolving RDF Datasets,10.1007/978-3-319-25007-6,The Semantic Web - ISWC 2015,"14th International Semantic Web Conference, Bethlehem, PA, USA, October 11-15, 2015, Proceedings, Part I",Restricted,2015-01-01
10.1007/11926078_66,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,2,S.,Agrawal,grid.ahca,Athens Heart Center Athens,Athens,Greece,GR,Athens Heart Center Athens,Active Semantic Electronic Medical Record,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
10.1007/11926078_66,semweb,ISWC,International Semantic Web Conference,"Athens, GA",USA,4,N.,Oldham,grid.ahca,Athens Heart Center Athens,Athens,Greece,GR,Athens Heart Center Athens,Active Semantic Electronic Medical Record,10.1007/11926078,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006, Proceedings",OpenAccess,2006-01-01
